respondent_id,_true_persona_segment,_is_noisy_responder,_is_outlier,A1_age_group,A2_residency_status,A3_emirate,A4_occupation_status,A5_gender,B1_stress_frequency,B2_stress_severity_1to10,B4_coping_ability,C1_stigma_comfort_1to5,C2_stigma_judged,D1_interest_in_tool,D3_recommend_likelihood_1to5,E1_ai_comfort_1to5,E4_ai_rec_likelihood_1to5,E5_trust_preference,F1_would_use,F2_would_pay,F4_language_preference,B3_Academics / studies,B3_Career or work,B3_Cultural or religious expectations,B3_Family expectations,B3_Friendships or romantic relationships,B3_Future or financial uncertainty,B3_Other,B3_Social media or self-image,B5_Family,B5_Friends,B5_No one,B5_Online community,B5_Other,B5_Religious or community figure,B5_Teacher or mentor,B5_Therapist or counselor,C3_Cost,C3_Dont know where to go,C3_Family disapproval,C3_Fear of being judged,C3_Feel its not serious enough,C3_Lack of privacy,C3_Lack of time,C3_Nothing stops me,D2_24/7 chat-based support,D2_Academic or work-life coaching,D2_Access to licensed therapists,D2_Crisis support,D2_Mood tracking over time,D2_Peer community my age,D2_Personalized advice,D2_Quick stress relief techniques,E2_Accuracy or safety of advice,E2_Cant replace real therapy,E2_Conflicts with religious or cultural values,E2_Lack of real empathy,E2_No real concerns,E2_Privacy or data security,E3_Built with mental health professionals,E3_Endorsed by religious or community leaders,E3_Free or low-cost access,E3_Nothing would increase trust,E3_Option to escalate to human,E3_Positive reviews from peers,E3_Strong privacy guarantees,F3_In-person workshops,F3_Mobile app,F3_Social media-based content,F3_Website,F3_WhatsApp or chat-based
904,Tech_Savvy_Trusting,1,0,18-20,Expatriate resident,Abu Dhabi,In college or university,Female,Sometimes,7,"Yes, definitely",4,Not really,Not sure,2,5,5,AI on its own,Maybe,Only if free version available,English,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
905,Low_Need_Indifferent,0,0,15-17,Expatriate resident,Ajman,In school (middle/high school),Male,Rarely,2,"No, not really",4,"Yes, a lot",Probably not,2,3,3,No preference,No,No,English,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
906,Curious_Pragmatist,0,0,21-24,Expatriate resident,Dubai,In college or university,Female,Sometimes,5,Somewhat,4,Not really,Probably,5,3,3,AI + human (hybrid),No,Only if free version available,English,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0
907,Distressed_Skeptic,0,0,25-27,Expatriate resident,Ras Al Khaimah,Working professional,Male,Often,7,"No, not really",1,"Yes, a lot",Not sure,2,2,2,No preference,No,No,Both English and Arabic,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0
908,Tech_Savvy_Trusting,0,0,18-20,Expatriate resident,Dubai,In college or university,Male,Often,9,Not sure,4,Somewhat,Probably,4,4,3,AI on its own,"Yes, definitely","Yes, willing to pay",English,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
909,Distressed_Skeptic,0,0,21-24,International student (short-term),Umm Al Quwain,In college or university,Female,Almost always,9,Not sure,2,Not really,Definitely not,2,2,2,No preference,No,No,Arabic,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0
910,Distressed_Skeptic,0,0,18-20,UAE National (Emirati),Dubai,In college or university,Female,Almost always,7,Somewhat,1,"Yes, a lot",Probably not,3,3,2,Human professional only,No,No,Arabic,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
911,Low_Need_Indifferent,0,0,25-27,UAE National (Emirati),Ajman,Working professional,Female,Never,3,"No, not really",4,Somewhat,Definitely not,3,2,3,AI on its own,No,No,English,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
912,Tech_Savvy_Trusting,0,0,12-14,International student (short-term),Ajman,In school (middle/high school),Female,Sometimes,7,Somewhat,2,Not really,Definitely,4,4,4,AI + human (hybrid),Maybe,Only if free version available,English,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
913,Tech_Savvy_Trusting,0,0,21-24,Expatriate resident,Sharjah,Both studying and working,Female,Sometimes,8,Somewhat,2,Not at all,Definitely,4,5,4,AI + human (hybrid),"Yes, definitely",Only if free version available,English,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
914,Curious_Pragmatist,0,0,18-20,UAE National (Emirati),Abu Dhabi,In college or university,Prefer not to say,Often,7,Somewhat,3,Not really,Definitely,4,4,4,AI + human (hybrid),"Yes, definitely",Only if free version available,Arabic,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0
915,Distressed_Skeptic,0,0,25-27,Expatriate resident,Abu Dhabi,Both studying and working,Male,Sometimes,9,"No, not really",2,"Yes, a lot",Definitely not,4,2,2,No preference,Maybe,Only if free version available,English,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1
916,Distressed_Skeptic,1,0,18-20,Expatriate resident,Ras Al Khaimah,In college or university,Male,Never,8,"No, not really",3,Not at all,Probably,4,3,3,Human professional only,No,No,English,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
917,Tech_Savvy_Trusting,0,0,25-27,UAE National (Emirati),Ras Al Khaimah,Working professional,Male,Almost always,8,Somewhat,4,Not really,Probably,4,4,4,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",Arabic,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
918,Resilient_Optimizer,0,0,25-27,Expatriate resident,Sharjah,Working professional,Male,Often,4,Somewhat,4,Not really,Probably not,4,4,4,Human professional only,Maybe,Only if free version available,Both English and Arabic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
919,Distressed_Skeptic,0,0,12-14,UAE National (Emirati),Dubai,In school (middle/high school),Female,Often,9,Not sure,1,"Yes, a lot",Probably,2,2,2,Human professional only,No,No,Other,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1
920,Tech_Savvy_Trusting,0,0,18-20,Expatriate resident,Sharjah,In college or university,Male,Almost always,9,Not sure,4,"Yes, a lot",Probably,5,5,5,AI + human (hybrid),"Yes, definitely",Only if free version available,Both English and Arabic,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1
921,Curious_Pragmatist,0,0,18-20,Expatriate resident,Dubai,Working professional,Female,Sometimes,7,Somewhat,3,Somewhat,Probably not,3,4,4,No preference,Maybe,Not sure,English,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
922,Curious_Pragmatist,0,0,15-17,Expatriate resident,Abu Dhabi,In school (middle/high school),Female,Often,6,"No, not really",4,Somewhat,Probably,4,4,5,AI + human (hybrid),Maybe,"Yes, willing to pay",Arabic,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0
923,Curious_Pragmatist,0,0,15-17,International student (short-term),Fujairah,In school (middle/high school),Prefer not to say,Sometimes,5,"No, not really",3,Not really,Definitely,3,3,3,AI + human (hybrid),"Yes, definitely",No,English,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
924,Distressed_Skeptic,0,0,18-20,Expatriate resident,Dubai,Currently not studying or working,Male,Almost always,7,Somewhat,2,"Yes, a lot",Definitely not,2,2,1,Human professional only,No,No,English,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
925,Curious_Pragmatist,0,0,21-24,International student (short-term),Sharjah,In college or university,Female,Rarely,7,Somewhat,3,Somewhat,Probably,4,4,3,No preference,Maybe,"Yes, willing to pay",Both English and Arabic,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
926,Distressed_Skeptic,0,0,12-14,Expatriate resident,Ras Al Khaimah,Both studying and working,Male,Rarely,7,"Yes, definitely",3,Somewhat,Not sure,4,2,2,Human professional only,Maybe,Only if free version available,Both English and Arabic,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
927,Low_Need_Indifferent,0,0,18-20,Expatriate resident,Ajman,In college or university,Male,Sometimes,3,"No, not really",4,"Yes, a lot",Definitely not,2,3,2,Human professional only,Maybe,No,Arabic,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
928,Curious_Pragmatist,0,0,25-27,UAE National (Emirati),Dubai,Currently not studying or working,Female,Often,6,Somewhat,4,Somewhat,Probably,3,4,5,AI on its own,Maybe,Only if free version available,Arabic,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0
929,Tech_Savvy_Trusting,1,0,15-17,Expatriate resident,Dubai,In school (middle/high school),Female,Almost always,5,Somewhat,2,Somewhat,Probably,4,1,3,Human professional only,"Yes, definitely","Yes, willing to pay",Both English and Arabic,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
930,Tech_Savvy_Trusting,0,0,15-17,UAE National (Emirati),Abu Dhabi,In school (middle/high school),Female,Often,6,Somewhat,3,Not at all,Probably,4,4,4,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",Arabic,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1
931,Curious_Pragmatist,0,0,21-24,Expatriate resident,Sharjah,Both studying and working,Female,Often,7,"No, not really",5,Not really,Definitely,4,3,4,AI + human (hybrid),"Yes, definitely",Only if free version available,Arabic,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
932,Curious_Pragmatist,0,0,15-17,International student (short-term),Abu Dhabi,In school (middle/high school),Male,Sometimes,6,Somewhat,4,Somewhat,Not sure,5,3,4,AI + human (hybrid),Maybe,Only if free version available,English,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
933,Resilient_Optimizer,0,0,18-20,International student (short-term),Dubai,In college or university,Female,Sometimes,4,"Yes, definitely",4,Not at all,Not sure,4,3,2,Human professional only,Maybe,Only if free version available,Other,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1
934,Curious_Pragmatist,0,0,18-20,UAE National (Emirati),Dubai,In college or university,Male,Often,4,"Yes, definitely",3,Somewhat,Probably not,3,4,4,Human professional only,"Yes, definitely","Yes, willing to pay",Both English and Arabic,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
935,Distressed_Skeptic,0,0,12-14,UAE National (Emirati),Other,In school (middle/high school),Male,Often,8,Somewhat,1,"Yes, a lot",Definitely not,2,2,2,No preference,No,No,Arabic,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0
936,Distressed_Skeptic,0,0,21-24,Expatriate resident,Dubai,Working professional,Female,Almost always,8,"No, not really",2,Somewhat,Probably not,3,2,1,AI + human (hybrid),No,No,Both English and Arabic,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
937,Resilient_Optimizer,0,0,25-27,Expatriate resident,Dubai,Both studying and working,Female,Often,5,"Yes, definitely",5,Not at all,Definitely,4,3,3,AI + human (hybrid),No,"Yes, willing to pay",English,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0
938,Curious_Pragmatist,0,0,25-27,UAE National (Emirati),Dubai,Both studying and working,Male,Sometimes,7,"No, not really",3,"Yes, a lot",Probably,4,5,4,AI + human (hybrid),Maybe,"Yes, willing to pay",Both English and Arabic,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
939,Distressed_Skeptic,0,0,21-24,Expatriate resident,Umm Al Quwain,Both studying and working,Female,Often,8,Not sure,2,"Yes, a lot",Probably,2,2,2,Human professional only,Maybe,No,Both English and Arabic,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0
940,Curious_Pragmatist,0,0,21-24,Expatriate resident,Abu Dhabi,Currently not studying or working,Female,Sometimes,7,Not sure,3,"Yes, a lot",Definitely,4,4,4,AI + human (hybrid),"Yes, definitely",Only if free version available,English,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
941,Curious_Pragmatist,0,0,25-27,International student (short-term),Sharjah,Working professional,Female,Rarely,5,Somewhat,3,"Yes, a lot",Not sure,3,3,4,AI + human (hybrid),"Yes, definitely",Only if free version available,English,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0
942,Curious_Pragmatist,0,0,21-24,Expatriate resident,Ras Al Khaimah,Working professional,Male,Almost always,8,"Yes, definitely",4,Somewhat,Not sure,4,3,4,No preference,"Yes, definitely",Only if free version available,English,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
943,Resilient_Optimizer,0,0,21-24,Expatriate resident,Dubai,Currently not studying or working,Male,Sometimes,5,"Yes, definitely",4,Not really,Probably,3,4,3,AI on its own,No,Only if free version available,Both English and Arabic,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1
944,Resilient_Optimizer,0,0,25-27,Expatriate resident,Dubai,Both studying and working,Male,Often,5,"Yes, definitely",5,Somewhat,Probably,4,4,4,AI + human (hybrid),Maybe,"Yes, willing to pay",English,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
945,Distressed_Skeptic,0,0,18-20,Expatriate resident,Abu Dhabi,Working professional,Prefer not to say,Almost always,9,"No, not really",3,Not at all,Probably,2,1,3,Human professional only,Maybe,Only if free version available,English,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1
946,Distressed_Skeptic,0,0,21-24,Expatriate resident,Sharjah,In college or university,Male,Often,8,"No, not really",2,"Yes, a lot",Probably not,3,3,2,AI + human (hybrid),No,No,Both English and Arabic,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
947,Curious_Pragmatist,0,0,21-24,Expatriate resident,Ajman,Working professional,Male,Sometimes,8,"Yes, definitely",3,"Yes, a lot",Not sure,3,4,5,Human professional only,Maybe,Only if free version available,Both English and Arabic,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
948,Tech_Savvy_Trusting,0,0,15-17,International student (short-term),Dubai,In school (middle/high school),Male,Sometimes,6,"No, not really",2,Not really,Definitely,4,5,5,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",English,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
949,Low_Need_Indifferent,1,0,21-24,Expatriate resident,Dubai,Both studying and working,Female,Rarely,3,Somewhat,3,Not at all,Not sure,2,2,3,Human professional only,No,No,English,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
950,Low_Need_Indifferent,0,0,12-14,Expatriate resident,Ajman,In school (middle/high school),Male,Rarely,4,"No, not really",4,Not at all,Definitely not,2,3,3,AI + human (hybrid),No,Not sure,Both English and Arabic,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0
951,Curious_Pragmatist,1,0,18-20,International student (short-term),Sharjah,In college or university,Female,Almost always,7,Somewhat,4,Not at all,Probably,4,4,3,AI + human (hybrid),No,No,English,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
952,Distressed_Skeptic,0,0,18-20,Expatriate resident,Sharjah,In college or university,Female,Almost always,6,"No, not really",2,"Yes, a lot",Not sure,1,2,2,AI on its own,No,No,English,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
953,Tech_Savvy_Trusting,0,0,18-20,International student (short-term),Dubai,In college or university,Male,Almost always,7,Somewhat,3,Not really,Probably,5,4,4,AI on its own,"Yes, definitely","Yes, willing to pay",English,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0
954,Distressed_Skeptic,0,0,15-17,UAE National (Emirati),Dubai,In school (middle/high school),Male,Often,7,"No, not really",2,Somewhat,Not sure,3,2,3,Human professional only,No,Only if free version available,Both English and Arabic,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1
955,Low_Need_Indifferent,0,0,12-14,Expatriate resident,Dubai,In school (middle/high school),Female,Rarely,2,"Yes, definitely",4,Somewhat,Not sure,2,2,1,AI + human (hybrid),Maybe,No,Both English and Arabic,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
956,Distressed_Skeptic,0,0,21-24,Expatriate resident,Abu Dhabi,Both studying and working,Male,Sometimes,8,Somewhat,1,Somewhat,Definitely not,2,2,2,Human professional only,No,Only if free version available,Both English and Arabic,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
957,Curious_Pragmatist,0,0,25-27,Expatriate resident,Fujairah,Working professional,Male,Sometimes,6,Somewhat,4,Somewhat,Not sure,4,3,3,Human professional only,Maybe,No,Arabic,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1
958,Resilient_Optimizer,0,0,12-14,Expatriate resident,Dubai,In school (middle/high school),Female,Often,4,"Yes, definitely",5,Somewhat,Probably,3,3,2,AI + human (hybrid),Maybe,No,English,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
959,Curious_Pragmatist,1,0,12-14,UAE National (Emirati),Sharjah,In school (middle/high school),Male,Often,7,Somewhat,4,"Yes, a lot",Definitely,4,3,4,AI + human (hybrid),No,No,Both English and Arabic,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1
960,Distressed_Skeptic,0,0,12-14,Expatriate resident,Dubai,In school (middle/high school),Female,Often,9,Somewhat,1,"Yes, a lot",Probably not,3,2,2,AI on its own,No,No,Both English and Arabic,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
961,Curious_Pragmatist,0,0,18-20,UAE National (Emirati),Dubai,Working professional,Female,Often,5,"No, not really",3,Somewhat,Definitely,3,4,4,AI + human (hybrid),Maybe,Only if free version available,Both English and Arabic,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0
962,Low_Need_Indifferent,0,0,18-20,Expatriate resident,Sharjah,In college or university,Female,Never,4,Not sure,4,Somewhat,Probably,2,2,2,AI on its own,No,Not sure,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
963,Distressed_Skeptic,0,0,12-14,Other,Abu Dhabi,In school (middle/high school),Male,Sometimes,7,Not sure,2,Somewhat,Definitely not,3,1,3,Human professional only,"Yes, definitely",No,English,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
964,Distressed_Skeptic,0,0,15-17,International student (short-term),Sharjah,In school (middle/high school),Female,Often,8,"No, not really",2,"Yes, a lot",Not sure,1,2,2,AI + human (hybrid),Maybe,No,English,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
965,Distressed_Skeptic,0,0,25-27,Expatriate resident,Sharjah,Working professional,Male,Almost always,8,"No, not really",1,"Yes, a lot",Not sure,2,1,2,AI + human (hybrid),No,No,English,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0
966,Curious_Pragmatist,0,0,21-24,UAE National (Emirati),Sharjah,Working professional,Prefer not to say,Sometimes,7,"No, not really",3,Not really,Definitely,5,4,4,AI + human (hybrid),Maybe,Only if free version available,Both English and Arabic,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
967,Curious_Pragmatist,0,0,21-24,Expatriate resident,Dubai,Currently not studying or working,Male,Sometimes,6,Not sure,4,Not really,Not sure,3,3,3,AI + human (hybrid),Maybe,Only if free version available,Both English and Arabic,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
968,Curious_Pragmatist,0,0,25-27,Expatriate resident,Sharjah,Working professional,Male,Often,6,Somewhat,3,Not at all,Definitely,4,3,4,AI on its own,"Yes, definitely","Yes, willing to pay",Both English and Arabic,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0
